longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.6284,39.0121,29,8208,1596,3546,1368,12.3468,159749.27
-122.6532,37.7183,42,10264,3403,3600,1283,9.3333,150577.82
-121.922,35.5323,35,1068,250,783,267,7.4639,184089.78
-122.821,35.5768,39,10572,2586,3589,1762,12.6598,312139.21
-116.8998,32.7718,2,5826,1958,6625,1942,4.7182,89877.62
-116.587,33.5691,50,4215,1104,2422,843,8.789,211658.56
-114.739,40.6606,26,2304,624,2044,768,9.9002,80268.04
-115.9012,35.4418,28,390,128,330,130,1.132,14999
-121.6415,39.1647,12,6720,1850,3733,1120,5.5689,50304.49
-119.7009,33.0085,15,4095,1275,3937,1365,0.7613,100528.25
-120.9375,32.6641,42,6528,2102,2234,1088,4.4909,190990.84
-118.6109,41.6587,26,11232,3168,3122,1404,3.1268,14999
-118.2785,40.2641,41,3594,881,3988,1198,0.6978,14999
-114.7897,38.5524,2,7900,2513,6277,1975,13.6181,161080.91
-121.744,40.1144,29,3176,825,2531,794,9.7083,121290.09
-114.3688,39.1015,21,8504,1663,3149,1063,4.5178,14999
-118.3505,41.0212,44,9846,2200,5055,1641,8.3699,114880.53
-119.4008,34.4999,42,3360,1141,1564,672,5.2894,157411.18
-120.0415,37.7058,35,8442,2027,4658,1407,3.3801,57611.62
-116.8447,35.0588,13,8300,2286,5451,1660,10.0896,222385.77
-114.8652,38.4681,27,10524,2280,6082,1754,12.5331,152643.89
-119.1534,34.8016,2,14496,4608,4908,1812,8.1056,196025.85
-118.2362,34.8332,50,14880,3711,5963,1860,8.6324,188066.5
-117.7549,38.6455,20,4392,1112,1589,549,5.3896,18702.94
-116.6879,39.9781,21,5061,1221,5197,1687,9.1403,86899.2
-119.0086,36.3124,11,4650,877,3558,1550,2.9971,79469.38
-122.3806,32.9698,30,3860,1295,2639,965,2.5572,113008.77
-114.59,35.5016,41,8320,2440,5747,1664,0.5694,14999
-120.116,35.6931,23,1375,256,604,275,10.6094,212466.34
-124.3011,41.879,2,5588,1917,2991,1397,3.5409,14999
-115.2251,38.1542,50,11600,3413,3405,1450,3.7451,26250.42
-119.4156,40.6182,49,2908,562,2240,727,13.6319,226124.31
-120.81,32.8147,11,4355,920,2343,871,4.3308,146687.85
-118.8143,40.449,25,7620,2415,4792,1905,10.5326,98201.72
-119.0436,37.7532,44,3830,879,2628,766,4.2634,54137.01
-116.7537,41.7317,52,10288,1993,3019,1286,1.8596,14999
-121.2935,40.339,21,12776,2777,4280,1597,0.9531,14999
-116.6707,33.8171,12,3489,874,2674,1163,6.9128,57843.89
-122.9404,33.3574,21,10500,2558,4610,1750,10.9677,348004.48
-115.6203,34.1095,28,1731,362,1521,577,7.9486,116866.49
-116.4833,36.6999,11,546,155,162,78,8.7798,122688.88
-123.5083,40.3715,16,364,122,263,91,14.2724,209729.69
-123.7545,35.6979,46,5800,1650,2091,725,2.5712,108732.78
-116.1083,41.1443,46,9186,2341,4616,1531,1.9494,14999
-121.5348,34.6963,50,7959,2150,2339,1137,7.7802,243379.1
-115.8139,33.3911,19,5524,1048,3526,1381,12.3307,224499.58
-115.7254,33.9021,12,13264,2923,3928,1658,2.4215,54436.24
-120.7174,36.0319,25,4020,1137,2106,1005,10.9159,220311.15
-121.4862,34.9749,6,8936,1917,2735,1117,6.8202,159082.93
-118.175,34.6575,51,669,198,732,223,10.1349,190074.69
-117.5408,33.5488,2,3540,1048,1922,885,10.2606,191700.65
-119.6543,33.7304,51,2235,747,1728,745,2.845,123889.88
-117.4695,33.3246,4,10829,2849,4997,1547,2.7565,83444.99
-123.3666,37.715,26,3633,1139,3226,1211,10.3513,175546.72
-116.5903,35.918,37,8816,2263,2205,1102,9.8303,188735.31
-120.8736,38.1376,40,14168,2745,5835,1771,1.319,14999
-116.229,34.211,9,13112,3201,5261,1639,4.0385,77543.66
-119.3866,38.3076,14,7875,2271,5230,1575,2.9665,14999
-116.7072,32.9844,42,4935,1116,4781,1645,10.923,272077.84
-122.2846,36.3801,45,7920,1894,2908,990,8.2788,182980.82
-120.0934,37.2919,3,816,262,611,204,6.9729,86401.02
-123.6304,40.7394,21,1020,226,653,255,1.958,14999
-123.3607,37.5783,36,1980,624,895,396,11.6787,256604.14
-116.9181,38.9872,5,14840,3646,4048,1855,11.8062,128805.53
-124.2593,37.5976,44,11336,2206,4828,1417,7.4438,183463.4
-121.8848,36.1193,1,8032,2142,3071,1004,9.8962,180474.7
-123.9209,35.8673,6,4608,1391,1826,576,14.5146,320972.64
-115.1802,36.838,28,2720,748,1799,544,0.9,14999
-118.2592,33.5205,14,2967,800,2098,989,2.0969,27682.48
-116.5079,39.6302,40,4736,1097,1414,592,5.7688,25911.05
-120.3799,35.7246,8,5112,1314,3511,1278,3.9267,65495.08
-119.8707,38.9798,8,11672,3095,3826,1459,2.5498,14999
-120.326,33.8054,26,9696,3267,4300,1616,3.672,125875.23
-124.0964,35.9601,14,2967,632,3233,989,8.1089,187649.39
-123.8828,39.404,14,11656,3936,4578,1457,4.686,14999
-120.527,33.1879,20,9972,3296,3762,1662,6.6518,175259.5
-114.7977,33.5793,52,5916,1848,2983,986,3.0247,65962.33
-117.6137,36.0649,19,4388,873,2846,1097,8.212,84476.72
-120.1768,37.0493,17,4225,1031,2928,845,6.1187,132221.82
-119.2244,37.0854,2,2958,809,1562,493,3.8542,78461.1
-119.4663,38.2175,42,3096,940,1566,516,1.642,14999
-120.8911,41.7197,48,7996,2498,6117,1999,14.2466,248848.17
-119.5052,33.0825,22,5100,1160,2633,1275,4.3312,151653.59
-120.5637,41.3538,10,3705,718,3306,1235,2.3601,14999
-119.1433,32.7322,35,1698,506,894,283,14.217,358597.01
-117.8039,40.5195,31,5880,1506,2145,735,11.9559,148992.46
-115.9904,37.0292,19,8687,2226,3599,1241,5.078,14999
-115.0142,33.8087,32,912,207,997,304,11.9626,262294.69
-116.9428,37.7427,35,4221,1473,4695,1407,0.6365,14999
-123.5772,34.528,52,11616,2709,4780,1452,1.8733,52947.41
-122.6616,36.878,24,8775,2248,3978,1755,13.0676,298305.79
-120.1892,36.4786,20,7776,1687,4368,1296,7.8532,196077.16
-122.229,40.5662,46,10064,2805,3620,1258,6.1835,112337.96
-114.5306,34.1085,4,1132,327,571,283,1.6145,32613.64
-116.3647,39.0857,8,3384,1070,2568,846,6.6131,45344.56
-123.1398,40.4216,5,7084,2311,2524,1012,8.8867,125276.22
-117.43,40.3954,16,8200,1703,2599,1025,4.7899,14999
-119.1705,35.6727,15,5992,1507,2585,749,13.0798,224897.37
-118.8465,40.3584,10,5180,1812,2410,1036,9.6657,49122.15
-122.8892,35.5715,22,1596,506,559,266,9.2029,208897.56
-115.5089,33.1683,48,8880,2854,5863,1776,13.5214,260547.78
-115.2678,33.5402,46,3384,717,1360,423,2.262,32170.42
-118.3437,35.9089,7,6956,2107,4925,1739,5.1159,74230.56
-123.4081,36.2062,50,1099,243,524,157,12.1142,247704.08
-116.9517,39.8344,40,1152,322,438,144,4.9349,14999
-115.4954,37.9912,30,2616,594,1011,327,8.6548,108000.56
-122.5845,33.5526,31,5408,1275,4621,1352,13.9231,296440.17
-120.1479,37.3224,5,7384,1600,5413,1846,3.2856,29022.39
-117.3982,33.6788,43,4104,943,1034,513,13.8383,301406.39
-121.2815,38.6608,42,3192,1036,959,399,10.481,134468.79
-117.1027,40.1692,4,7144,2393,2033,893,3.903,14999
-121.2108,41.0258,7,13125,2585,5974,1875,4.7077,42900.58
-118.8004,40.5668,10,11360,2104,4316,1420,4.0474,38034.05
-115.9487,36.0015,45,6400,1629,3233,1280,13.4695,282958.06
-119.1819,38.7259,22,4515,818,2893,903,4.6326,66303.21
-121.2483,35.8481,40,8078,2424,3861,1154,7.2781,139773.99
-123.0023,40.4328,6,11608,3320,4008,1451,12.4575,246859.04
-120.4791,33.256,50,582,168,480,194,5.1331,153281.91
-118.3899,34.1908,41,1628,425,1248,407,6.7753,205879.53
-117.6838,41.9404,39,1616,447,949,404,8.2903,82631.3
-115.969,38.4223,35,6608,1873,3344,1652,9.5061,137626.31
-122.0358,40.0115,9,4992,1433,1387,624,0.5319,14999
-116.8734,35.0822,13,2310,680,1297,462,3.836,66531.01
-121.9592,34.5037,24,2072,558,687,259,9.3783,219576.22
-116.5585,35.9462,19,2045,454,1162,409,6.0639,54572.91
-118.123,33.7967,22,2259,579,1736,753,12.4073,322328.37
-122.7126,39.6833,36,9429,2990,4691,1347,9.3273,165115.67
-115.5235,41.2081,41,5466,1215,4810,1822,13.6125,186833.73
-121.0693,35.5768,7,10614,2641,3656,1769,7.1396,124793.27
-116.2922,37.4617,1,889,280,318,127,2.4774,14999
-114.967,41.8178,48,10808,3130,4632,1544,7.987,40410.72
-119.9963,36.7743,35,9107,2039,2634,1301,10.6615,148378.41
-117.8995,40.7472,28,3738,726,2979,1246,6.8846,65164.28
-123.5264,32.7876,49,3430,769,1679,490,10.8795,317632.77
-120.4124,40.3434,27,7480,1760,2785,935,1.6103,14999
-117.0412,36.5146,2,4365,1070,4355,1455,4.281,75687.23
-122.2977,39.0733,24,10400,3610,3722,1300,5.2512,45621.23
-115.4852,41.8765,18,2139,619,2261,713,6.4237,14999
-122.0476,35.7691,3,2616,804,783,327,3.0802,17756.05
-118.7177,33.2185,45,8043,1677,2868,1149,6.9627,176774.76
-123.0443,33.0641,44,7236,1965,5982,1809,14.9854,383515.54
-120.0546,34.1626,25,9205,2461,5862,1841,9.6232,220472.78
-117.8559,37.9316,49,9498,3097,5227,1583,10.232,146340.99
-122.3835,37.3593,15,704,227,178,88,1.6523,28085.14
-118.5458,38.1962,6,11907,3455,3405,1701,4.7622,14999
-115.1066,40.6293,10,15248,4014,4813,1906,5.9527,14999
-120.4616,36.4447,4,7944,2439,4614,1986,4.9086,93145.65
-121.5262,38.4576,17,6125,1915,2245,875,11.2119,194562.38
-123.6277,41.6019,13,2525,643,1329,505,7.4133,99878.24
-115.8942,41.0295,29,7428,2395,6181,1857,4.8711,14999
-115.4531,34.1685,27,7492,1842,6395,1873,6.9452,104676.06
-121.2059,32.9271,40,13272,4453,5513,1896,12.2989,304422.16
-116.5852,36.0625,18,7255,2107,4949,1451,12.67,255097.27
-117.1929,33.8418,23,7148,1828,4806,1787,4.1794,94253.15
-116.7875,34.7986,25,6018,1653,2429,1003,4.3445,71415.69
-122.841,41.5576,31,5472,1314,2245,912,6.9547,83964.89
-121.1664,36.9738,14,5536,1052,3989,1384,11.9371,238725.04
-117.8908,32.9777,18,4686,1477,3997,1562,5.6775,114686.88
-121.4333,35.0185,16,5625,1638,2963,1125,4.067,100653.1
-114.7735,41.1387,44,1896,479,647,316,10.4113,141204.06
-115.6985,32.8865,30,763,232,229,109,11.1664,210840.9
-116.1681,38.044,49,7065,2261,2990,1413,9.2001,136604.77
-118.4106,36.2956,21,642,175,647,214,5.1151,46400.76
-122.191,41.5892,51,9760,2423,4127,1952,11.0874,135919.46
-123.4162,38.5891,42,6202,1629,1772,886,10.9479,220290.71
-116.9899,36.4132,43,8298,2266,3071,1383,9.4046,162451.98
-120.6466,35.7685,39,6250,1142,3703,1250,1.4831,14999
-117.138,39.14,45,1572,478,1499,524,3.1961,14999
-124.1758,35.1582,31,5772,1650,3800,1443,13.7621,334249.72
-123.6765,33.0556,5,1476,399,1261,492,4.9707,140156.93
-122.2093,38.0992,6,3408,1038,1562,568,2.9311,90239.65
-119.7797,40.6772,9,220,51,131,55,1.9951,14999
-117.6011,41.1626,15,11571,3028,3865,1653,5.6816,14999
-123.5258,41.1575,44,8892,2225,5021,1482,13.0356,206229.72
-123.4447,34.4555,24,1442,424,414,206,5.6525,163538.1
-120.5962,35.0575,27,8155,2208,3454,1631,3.5455,62866.51
-118.9488,38.5407,45,1758,480,730,293,13.214,200787.9
-116.2504,33.0847,37,5600,1679,3378,1120,14.6153,379717.64
-118.7878,36.0698,24,11928,3849,5894,1704,2.1037,14999
-119.7244,39.6718,12,3430,737,1607,490,9.0202,96092.97
-118.6077,37.6942,46,4851,1477,5641,1617,14.4275,308150.58
-123.6971,34.9697,25,2185,440,1271,437,12.3382,283661.61
-117.4311,40.786,37,7984,2578,3460,998,12.7814,184015.9
-115.9122,39.4611,7,1215,325,904,405,13.6167,151667.95
-121.3809,36.3188,13,1680,397,1658,560,5.7554,201412.71
-115.8263,41.5009,21,1521,322,1628,507,4.8041,14999
-117.6059,33.4792,4,10496,2615,3832,1312,4.8946,116037.13
-116.6387,35.549,27,12544,3179,4898,1568,4.9287,103394.81
-116.4878,39.5221,12,8911,1752,3322,1273,9.4012,97165.15
-115.2654,35.0515,10,972,225,343,162,9.4628,155180.51
-120.1397,33.5247,45,9492,3293,4067,1582,9.43,221433.71
-124.1766,40.9636,45,10766,3102,3445,1538,4.1259,54742.45
-118.9731,36.4678,33,7776,1600,4132,1944,12.253,217680.01
-120.7774,38.5439,11,8286,2668,3939,1381,6.0311,102563.1
-118.0105,37.2127,52,15672,3051,3929,1959,5.5063,117253.57
-122.0368,38.7699,41,10776,2583,2955,1347,2.4237,23082.46
-122.3296,33.9117,3,10968,2838,4480,1371,8.6034,202697.43
-118.1685,39.4565,17,6792,1865,5788,1698,2.5988,14999
-122.4799,39.289,3,5824,2034,2421,728,12.1412,221164.03
-124.1184,41.2889,41,13930,3453,6385,1990,1.1368,14999
-114.9596,34.252,1,4535,1469,3019,907,4.3206,52818.74
-114.7656,36.2959,39,2244,677,1522,748,13.1241,168436.34
-118.4824,35.6498,26,7290,1565,3121,1458,6.1395,54854.56
-118.0549,35.8751,52,1300,347,889,325,7.8756,107518.79
-120.5256,36.5446,40,5304,1021,3426,1326,14.4052,286963.38
-120.1664,33.7443,9,12439,2287,3789,1777,1.9165,61152.82
-120.5128,41.217,31,12257,2783,5480,1751,13.587,179617.65
-123.5504,37.9735,1,3416,624,1217,488,11.519,208369.04
-119.1186,40.0458,49,5680,1259,1599,710,10.9147,102358.79
-121.4399,33.2309,46,4779,1071,5118,1593,11.1006,305146.16
-119.9274,37.8171,38,2352,806,2048,784,3.6183,43695.78
-123.7848,37.851,47,2008,585,1300,502,0.6135,14999
-116.7282,36.3418,41,9056,2815,3681,1132,5.3101,60517.38
-117.4348,33.9444,11,6416,2179,2247,802,3.1908,93245.23
-122.6959,37.5887,1,4818,1298,3583,1606,5.916,78487.21
-123.931,40.9928,33,4512,1222,1840,752,14.1608,184550.61
-117.933,37.2674,40,11958,2718,6382,1993,3.6728,74514.89
-114.5754,39.4476,37,5012,1306,1589,716,3.8502,14999
-119.5551,40.9829,44,13296,3138,4890,1662,13.8946,198270.19
-117.3218,37.1372,35,9006,3099,3197,1501,10.4446,167078.5
-119.0633,38.9755,11,5562,1306,2021,927,11.3488,142418.57
-123.1671,38.3469,32,4595,1088,2207,919,6.3908,122629.36
-120.7538,38.5749,20,5598,1589,4965,1866,9.1834,135796.33
-121.9647,39.3399,52,1064,364,384,152,7.8126,156922.15
-120.3741,34.3436,3,1800,424,610,225,9.7699,262820.13
-122.6176,35.1822,9,5615,1735,3579,1123,3.617,101719.42
-119.5348,36.4001,4,9696,2602,2885,1212,9.9961,137973.7
-123.8549,33.3193,41,12880,4444,4437,1840,12.0077,326056.51
-124.2997,40.4303,22,7328,1865,4329,1832,12.0211,229287.4
-119.0591,36.3063,48,3135,1059,2601,1045,4.4522,107130.71
-118.4689,40.9384,3,7854,2060,3142,1309,11.3422,109220.94
-114.4047,38.4965,9,4260,801,2661,1065,3.49,30423.49
-121.3489,37.9356,7,10216,2104,3570,1277,14.7313,239292.03
-120.246,39.4929,44,2548,616,751,364,14.7262,305331.06
-114.6127,39.3402,51,11032,2393,3266,1379,0.7843,14999
-119.3588,35.7411,21,4696,916,2627,1174,3.1447,53727.53
-120.6274,37.0351,33,2980,915,1194,596,8.6371,236273.93
-116.5513,32.7506,31,8750,1697,5550,1750,8.6574,183317.43
-119.2811,36.8318,24,2424,499,2437,808,4.5214,64372.34
-123.3864,35.4272,50,1940,417,834,388,13.806,309110.09
-116.7263,39.6912,34,13184,3126,4705,1648,4.4456,14999
-119.8828,35.8383,50,4921,1636,1913,703,5.7438,113857.48
-117.8376,39.2057,41,8800,1917,5541,1760,8.2871,145911.65
-117.7513,33.4984,27,11823,2479,3734,1689,0.5388,14999
-115.7297,33.046,26,15904,3514,6555,1988,5.5137,94091.91
-120.7362,36.9045,8,1232,231,336,154,5.3289,88430.62
-122.0537,35.2476,17,4336,833,1811,542,4.305,141358.65
-118.9629,33.7962,23,9900,2570,5446,1980,6.3187,170466.14
-117.8425,39.4209,32,2046,505,1700,682,9.9062,148236.52
-119.6554,38.3702,21,1440,469,1009,360,14.5177,245230.0
-116.5665,39.5963,51,8815,2314,5106,1763,12.5765,186208.27
-120.7143,37.2599,42,5322,998,2821,887,13.6943,271133.31
-117.9216,39.8487,27,1572,339,1219,393,11.9129,140242.47
-117.9436,36.7184,20,522,102,226,87,9.0971,192736.16
-123.386,39.4049,32,9947,2617,4567,1421,12.3975,219526.24
-121.8846,35.2769,36,6120,1433,1920,765,1.1052,43868.97
-121.5047,39.2577,26,375,96,285,125,12.4574,176988.81
-123.3382,33.2724,23,10488,1943,4286,1311,11.4907,287490.63
-120.5025,37.9298,42,4214,782,1694,602,10.6606,198322.63
-122.5619,37.5179,21,4326,1071,4405,1442,2.0927,47821.12
-116.5128,38.7937,50,11690,2947,4346,1670,4.1248,14999
-114.3279,39.9794,32,2705,891,1727,541,10.6968,103276.96
-123.7698,33.7453,35,4608,1041,2451,1152,3.5977,134319.35
-116.3095,40.2588,49,3129,567,1076,447,1.1834,14999
-122.6937,38.5177,40,3084,767,1546,514,3.7627,76825.45
-119.533,39.8035,37,5382,1672,2984,897,14.2851,220695.68
-122.382,39.7635,43,576,108,193,72,10.9533,265793.71
-116.2719,39.825,28,8885,2446,3962,1777,12.4533,80980.73
-120.9092,41.4662,43,3600,1196,2435,900,9.0738,107294.08
-121.6953,39.8648,5,2373,775,943,339,6.7229,67363.97
-123.0824,33.7485,13,6724,1296,4942,1681,2.9127,102733.93
-115.648,40.116,6,5820,1626,6178,1940,8.425,66771.82
-121.0052,38.3619,20,4285,1100,2053,857,9.6222,145192.22
-120.5595,36.0434,14,2100,623,1039,420,4.6529,122156.67
-116.3452,39.0097,43,14320,3411,4154,1790,13.8598,227118.39
-122.4667,41.6336,44,2968,563,2099,742,9.897,96687.73
-122.1775,40.4209,47,6496,1501,1994,928,11.7896,185014.73
-121.5442,37.2135,6,3492,1026,1308,582,14.2187,264998.89
-122.3588,35.5855,4,5673,1128,5038,1891,8.3547,216556.83
-115.1994,32.6474,1,6540,2153,2825,1090,4.7207,100525.16
-118.597,41.8689,43,8466,2150,4877,1411,3.94,14999
-119.6811,33.8986,39,2442,640,2426,814,10.4911,272796.19
-114.7271,37.2355,3,4389,1180,1739,627,8.6333,111930.21
-117.756,33.509,25,12012,2616,4014,1716,12.4931,298246.36
-117.7804,40.0289,17,7854,2037,2832,1309,9.3867,153305.42
-120.3212,35.5785,44,6364,1804,3230,1591,11.8771,254375.93
-124.0168,37.8525,46,9522,2758,3720,1587,2.395,114871.02
-116.1739,41.9316,46,7620,2255,2775,1270,1.5027,14999
-123.3476,36.2768,35,2387,588,1170,341,7.2044,141177.61
-122.5915,41.5804,16,1309,291,626,187,11.0651,157623.25
-122.6244,40.0293,9,1218,306,1259,406,11.4726,153629.81
-118.824,37.3395,24,8365,2237,3701,1673,12.7241,207074.71
-114.3737,37.6707,49,5405,1149,3522,1081,9.7623,123577.41
-124.3072,35.9472,16,9315,3024,5067,1863,5.402,136373.47
-116.6043,39.1836,8,412,125,253,103,13.6565,227386.28
-116.6678,33.9566,35,2200,428,1372,550,7.9418,135215.96
-118.6647,32.6523,15,5208,1339,2037,744,7.6477,150791.35
-115.7455,39.12,13,580,144,310,116,1.3263,14999
-121.8034,41.3182,25,295,57,152,59,8.3426,94799.62
-122.0221,38.5115,36,6295,1356,3364,1259,8.5999,183183.98
-116.6798,36.3389,30,14576,3703,3809,1822,6.1227,117192.51
-122.0966,35.5945,42,14208,4806,5680,1776,7.0982,133711.27
-115.8887,38.5535,31,6428,1205,3758,1607,4.3309,14999
-116.4059,39.5826,47,9210,2179,4808,1535,7.7482,178061.54
-120.9335,39.8749,20,5805,1930,3817,1161,9.0064,113348.41
-117.3129,41.7921,47,6768,2188,4758,1692,14.867,153631.63
-115.8649,34.0663,4,6867,2145,2820,981,14.1198,304845.24
-116.141,39.2975,20,10164,2544,3686,1694,2.0588,14999
-119.6045,35.4258,29,3955,1164,1998,791,5.4506,124408.31
-122.8454,37.8592,30,1440,354,1031,360,4.7926,54039.92
-117.5198,39.6748,38,497,132,243,71,6.0133,111497.07
-115.733,39.5189,1,10656,2604,5124,1776,9.1632,148532.94
-117.143,36.3767,14,4452,1506,3531,1113,7.4072,77682.12
-118.0771,40.6543,29,11238,2861,4798,1873,1.0928,14999
-115.3835,36.363,25,3036,788,1151,506,11.3087,150185.49
-116.7317,36.7184,43,4974,941,4404,1658,3.9563,39796.68
-118.3554,34.1622,43,5022,1251,5775,1674,9.9708,233677.67
-122.664,34.4381,15,3552,1207,1049,444,11.923,285266.4
-122.043,35.1741,2,9972,3175,5541,1662,12.6005,306842.51
-114.7926,36.0955,17,5996,1772,3003,1499,9.3736,127845.8
-119.956,40.8204,21,6576,1853,3510,1644,7.8348,64439.59
-121.9159,39.2719,4,702,229,280,117,8.2004,131047.71
-119.0117,39.8786,22,1656,330,1583,552,11.4249,135447.18
-116.3224,39.9109,17,1955,468,964,391,2.576,14999
-114.5668,36.4,20,1600,378,654,320,8.5784,92967.98
-114.6019,36.5324,34,8130,2215,2765,1355,3.1162,19503.08
-123.0442,33.6913,5,11568,2149,6456,1928,9.5108,277407.26
-117.1505,35.6079,26,3596,1228,2844,899,10.0966,151175.48
-119.0842,37.0948,34,4268,1367,3253,1067,4.1482,53795.17
-122.7686,35.4544,24,10092,2114,5426,1682,7.3714,160767.9
-121.3338,36.5591,16,1792,487,1236,448,7.3296,116957.73
-124.1554,33.2794,3,2912,765,1043,416,1.6497,110243.93
-122.7515,39.1581,49,171,51,155,57,4.8146,75102.57
-114.841,33.1688,18,6810,1943,3391,1135,10.5946,267082.7
-120.2759,33.7784,30,5632,1721,2231,704,5.6549,171100.71
-120.2762,38.9439,29,2835,592,1177,567,13.082,192607.42
-115.2282,35.755,48,4644,995,3319,1161,5.9007,114024.35
-114.7884,33.8739,16,10220,2215,4091,1460,9.8418,133212.89
-115.6711,35.6977,39,1456,295,993,364,4.3844,86988.51
-117.6869,35.7605,46,1778,511,510,254,5.7922,103240.13
-119.3666,41.7732,31,5680,1049,3115,1420,1.5674,14999
-123.0378,33.6613,36,2562,776,925,366,3.955,120382.27
-119.8324,32.5753,18,9824,3189,3844,1228,8.9896,148693.74
-119.2746,38.1238,7,5271,1813,2219,753,5.8933,62869.66
-120.0393,34.5256,39,8232,1598,3981,1372,14.6171,334179.36
-115.2735,36.9311,30,5352,1745,2336,669,14.466,260287.44
-116.2105,40.3195,38,3572,877,2249,893,1.6561,14999
-115.0562,34.7771,5,2070,602,1419,414,14.5338,299604.75
-121.9842,41.2349,28,9000,2354,4984,1500,4.2393,14999
-122.4297,35.4168,41,9295,3031,5454,1859,7.2054,137998.8
-115.6452,35.9455,8,4446,1369,2428,741,3.7306,31768.62
-119.144,38.9044,3,7036,2000,5025,1759,11.562,178498.2
-117.8514,38.5691,9,3900,1087,1708,650,1.2332,27518.67
-124.0431,33.009,19,483,92,210,69,7.5025,207245.8
-115.525,36.3559,45,13160,4233,3600,1645,4.2946,55423.47
-122.806,32.851,27,11557,2533,4776,1651,1.7257,169212.02
-118.0295,33.0919,7,7200,1477,3402,1440,14.1912,283243.17
-123.209,36.8697,12,4305,1441,2056,861,14.42,274584.3
-116.4389,40.8095,41,1288,290,621,184,12.0592,181485.95
-122.167,35.6449,34,7795,1997,3833,1559,2.7898,59764.93
-116.3789,39.7072,49,4977,1248,1865,711,10.5563,131667.15
-116.4433,40.0421,6,3088,1008,1567,772,2.9478,14999
-116.9028,36.9154,50,3198,752,1100,533,3.4405,69032.84
-118.2747,32.6896,3,11920,2258,3651,1490,7.0726,217206.58
-121.2199,33.9106,33,4204,1358,3214,1051,5.1124,169529.43
-117.7371,33.034,19,3280,729,1066,410,7.6443,203839.81
-123.7359,36.6133,24,8555,2915,3998,1711,3.3486,122463.56
-114.7522,38.9756,26,3759,853,4110,1253,11.2205,108483.59
-116.4065,39.0225,12,6606,1815,2569,1101,7.1218,14999
-121.8589,40.0505,33,1004,222,853,251,3.8704,14999
-115.9339,34.4991,12,3126,727,1702,521,2.7116,71835.2
-116.7381,41.3233,2,9429,2560,3079,1347,12.3745,140823.74
-120.8677,35.5907,5,2604,524,2805,868,5.2365,124947.69
